model,cv_accuracy,cv_tpr,cv_fpr,test_accuracy,test_tpr,test_fpr,training_time
MLP,0.9985354927636113,0.7218363256124838,0.0002163436407666214,0.9969848380427292,0.44074074074074077,0.0004154405400727021,350.45325660705566
