model,cv_accuracy,cv_tpr,cv_fpr,test_accuracy,test_tpr,test_fpr,training_time
RandomForest,0.9992289800137837,0.8391785163364908,4.759432487456095e-05,0.9994314266023432,0.8888888888888888,5.193006750908776e-05,589.2517924308777
