model,cv_accuracy,cv_tpr,cv_fpr,test_accuracy,test_tpr,test_fpr,training_time
SVM,0.9889774293590629,0.9596312586404785,0.010890653416925878,0.9900068917987594,0.9481481481481482,0.009797472736714557,37928.32202386856
