model,cv_accuracy,cv_tpr,cv_fpr,test_accuracy,test_tpr,test_fpr,training_time
KNN,0.9991686767746382,0.8200268915800688,2.1629666309839117e-05,0.9993797381116472,0.8666666666666667,0.0,175.39225912094116
