model,cv_accuracy,cv_tpr,cv_fpr,test_accuracy,test_tpr,test_fpr,training_time
AdaBoost,0.9981564438318401,0.7123117882926258,0.0005495146863311983,0.9982253618194349,0.7296296296296296,0.0005193006750908776,1397.2895855903625
